brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_displacement,engine_cylinders,vehicle_age,price_per_mile,mileage_per_year,is_luxury_brand,has_accident,is_ev_or_hybrid,age_mileage_score
Cadillac,Escalade Sport,2023,3000.0,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Brown,None Reported,Yes,123999.0,3.0,6.0,1,41.3192,1500.0,1,0,0,0.003
Hyundai,Tucson Se,2018,66126.0,Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,Dazzling White,Gray,None Reported,Unknown,19190.0,2.0,,6,0.2902,9447.0,0,0,0,0.3968
Toyota,Gr86 Premium,2023,1075.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None Reported,Yes,35000.0,2.4,4.0,1,32.5279,538.0,0,0,0,0.0011
Ford,Bronco Raptor,2023,2489.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black Onyx,None Reported,Unknown,98900.0,3.0,,1,39.7189,1244.0,0,0,0,0.0025
Hyundai,Santa Fe Sel,2021,25000.0,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Gray,None Reported,Yes,28500.0,2.5,4.0,3,1.14,6250.0,0,0,0,0.075
Nissan,Armada Platinum,2017,92000.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None Reported,Yes,20900.0,5.6,8.0,7,0.2272,11500.0,0,0,0,0.644
Lexus,Gx 470 Base,2008,123500.0,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At Least 1 Accident Or Damage Reported,Yes,14500.0,4.7,8.0,16,0.1174,7265.0,1,1,0,1.976
Cadillac,Cts Premium,2013,105000.0,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,12000.0,3.6,6.0,11,0.1143,8750.0,1,1,0,1.155
Audi,R8 Base,2008,49000.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None Reported,Yes,63000.0,4.2,8.0,16,1.2857,2882.0,1,0,0,0.784
Jaguar,F-Pace S,2020,28357.0,Gasoline,3.0 Liter,Automatic,Santorini Black Metallic,Pimento Red W/Ebony,None Reported,Unknown,47598.0,,,4,1.6785,5671.0,0,0,0,0.1134
Chevrolet,Silverado 1500 1Lt,2018,81000.0,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None Reported,Yes,32000.0,4.3,6.0,6,0.3951,11571.0,0,0,0,0.486
Ford,Expedition Limited,2021,45000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Black,None Reported,Yes,52000.0,3.5,6.0,3,1.1555,11250.0,0,0,0,0.135
Toyota,Sequoia Platinum,2011,173456.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At Least 1 Accident Or Damage Reported,Yes,16000.0,5.7,8.0,13,0.0922,12390.0,0,1,0,2.2549
Bmw,M440 I,2021,13700.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Beige,Unknown,Unknown,60000.0,3.0,6.0,3,4.3792,3425.0,1,0,1,0.0411
Audi,A8 L 55,2019,93400.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Brown,None Reported,Yes,42500.0,3.0,6.0,5,0.455,15567.0,1,0,1,0.467
Toyota,Avalon Xle,2015,90000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None Reported,Yes,18200.0,3.5,6.0,9,0.2022,9000.0,0,0,0,0.81
Porsche,Macan Base,2017,40600.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None Reported,Yes,32000.0,2.0,4.0,7,0.7882,5075.0,1,0,0,0.2842
Lexus,Is 350 F Sport,2023,20121.0,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None Reported,Yes,47124.0,3.5,6.0,1,2.3419,10060.0,1,0,0,0.0201
Mercedes-Benz,Metris Base,2020,3921.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Black,White,None Reported,Yes,175000.0,2.0,,4,44.6201,784.0,1,0,0,0.0157
Lexus,Rx 350 Base,2011,187450.0,Gasoline,275.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At Least 1 Accident Or Damage Reported,Yes,10400.0,3.5,6.0,13,0.0555,13389.0,1,1,0,2.4369
Toyota,Supra A91 Edition,2021,6400.0,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Black,None Reported,Yes,68000.0,3.0,6.0,3,10.6233,1600.0,0,0,0,0.0192
Mercedes-Benz,Amg C 43 Base 4Matic,2017,54500.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None Reported,Yes,37995.0,3.0,6.0,7,0.6971,6812.0,1,0,0,0.3815
Bmw,X6 Xdrive50I,2017,78500.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At Least 1 Accident Or Damage Reported,Yes,42000.0,4.4,8.0,7,0.535,9812.0,1,1,0,0.5495
Chevrolet,Tahoe Lt,2018,75000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None Reported,Yes,36000.0,5.3,8.0,6,0.48,10714.0,0,0,0,0.45
Ford,F-150 Svt Raptor,2014,89988.0,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Red,At Least 1 Accident Or Damage Reported,Yes,42500.0,6.2,8.0,10,0.4723,8181.0,0,1,0,0.8999
Subaru,Outback 3.0 R Vdc Limited,2005,107000.0,Gasoline,250.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None Reported,Yes,7100.0,3.0,6.0,19,0.0664,5350.0,0,0,0,2.033
Alfa,Romeo Giulia Ti,2019,21400.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None Reported,Yes,28500.0,2.0,4.0,5,1.3317,3567.0,0,0,0,0.107
Mazda,Cx-7 Grand Touring,2007,83150.0,Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None Reported,Yes,6950.0,2.3,4.0,17,0.0836,4619.0,0,0,0,1.4136
Ford,F-150 Platinum,2018,92000.0,Diesel,250.0HP 3.0L V6 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,36500.0,3.0,6.0,6,0.3967,13143.0,0,1,0,0.552
Mercedes-Benz,Gle 350 Base 4Matic,2021,15042.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Selenite Gray Metallic,Macchiato,None Reported,Unknown,54599.0,2.0,,3,3.6295,3760.0,1,0,0,0.0451
Audi,A7 3.0T Premium Plus,2017,39000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Black,At Least 1 Accident Or Damage Reported,Yes,35000.0,3.0,6.0,7,0.8974,4875.0,1,1,0,0.273
Ram,2500 Laramie,2017,67483.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,At Least 1 Accident Or Damage Reported,Yes,46500.0,6.4,8.0,7,0.6891,8435.0,0,1,0,0.4724
Tesla,Model S 70D,2015,62089.0,Gasoline,329.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,None Reported,Yes,29975.0,,,9,0.4828,6209.0,0,0,0,0.5588
Audi,S8 4.0T Plus,2017,54300.0,Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None Reported,Yes,53500.0,4.0,8.0,7,0.9852,6788.0,1,0,0,0.3801
Hyundai,Sonata Hybrid Limited,2022,30565.0,Hybrid,192.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,None Reported,Yes,29000.0,2.0,4.0,2,0.9488,10188.0,0,0,1,0.0611
Audi,A8 L 4.0T,2016,142666.0,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,22000.0,4.0,8.0,8,0.1542,15852.0,1,1,0,1.1413
Ford,Ranger Sport Supercab,2009,166200.0,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At Least 1 Accident Or Damage Reported,Yes,6999.0,4.0,6.0,15,0.0421,10388.0,0,1,0,2.493
Infiniti,Q50 Hybrid Premium,2015,88977.0,Hybrid,354.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,19977.0,3.5,6.0,9,0.2245,8898.0,0,1,1,0.8008
Bmw,M3 Base,2011,114890.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Beige,None Reported,Yes,20990.0,4.0,8.0,13,0.1827,8206.0,1,0,0,1.4936
Mercedes-Benz,E-Class E 350 4Matic,2009,171000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,4750.0,3.5,6.0,15,0.0278,10688.0,1,1,0,2.565
Ford,Explorer Sport,2019,90067.0,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Black,Ebony Black,None Reported,Unknown,28590.0,3.5,,5,0.3174,15011.0,0,0,0,0.4503
Chevrolet,Camaro 1Lt,2014,97579.0,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Black,At Least 1 Accident Or Damage Reported,Yes,15000.0,3.6,6.0,10,0.1537,8871.0,0,1,0,0.9758
Mazda,Mx-5 Miata Rf Grand Touring,2017,52000.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,20500.0,2.0,4.0,7,0.3942,6500.0,0,1,0,0.364
Jeep,Grand Cherokee L Limited,2021,25968.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,None Reported,Unknown,38405.0,3.6,,3,1.4789,6492.0,0,0,0,0.0779
Mini,Hardtop Cooper S,2016,41680.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None Reported,Yes,17495.0,2.0,4.0,8,0.4197,4631.0,0,0,0,0.3334
Saab,9-3 Se,2002,77200.0,Gasoline,205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None Reported,Yes,7500.0,2.0,4.0,22,0.0971,3357.0,0,0,0,1.6984
Bmw,X5 Xdrive40I,2019,50000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gold,None Reported,Yes,43000.0,3.0,6.0,5,0.86,8333.0,1,0,0,0.25
Porsche,Macan,2021,21613.0,Gasoline,2.0 Liter,Automatic,White,–,None Reported,Unknown,58998.0,,,3,2.7296,5403.0,1,0,0,0.0648
Audi,Q3 S Line Premium Plus,2022,17377.0,Gasoline,2.0 Liter TFSI,Automatic,Glacier White,Pearl Beige,None Reported,Unknown,39998.0,,,2,2.3016,5792.0,1,0,0,0.0348
Gmc,Acadia Sle,2020,30426.0,Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,Unknown,Unknown,29645.0,2.5,,4,0.9743,6085.0,0,0,0,0.1217
Audi,Allroad 2.7T,2005,153000.0,Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,Blue,At Least 1 Accident Or Damage Reported,Yes,6500.0,2.7,6.0,19,0.0425,7650.0,1,1,0,2.907
Mercury,Marauder Base,2004,56600.0,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Silver,Black,None Reported,Yes,23000.0,4.6,8.0,20,0.4064,2695.0,0,0,0,1.132
Hyundai,Genesis 3.8,2015,116612.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,At Least 1 Accident Or Damage Reported,Yes,12700.0,3.8,6.0,9,0.1089,11661.0,0,1,0,1.0495
Audi,Sq5 3.0T Premium Plus,2018,72000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At Least 1 Accident Or Damage Reported,Yes,30000.0,3.0,6.0,6,0.4167,10286.0,1,1,0,0.432
Audi,A8 L 55,2019,39000.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None Reported,Yes,50000.0,3.0,6.0,5,1.282,6500.0,1,0,1,0.195
Lincoln,Navigator Base,2008,149000.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None Reported,Yes,10099.0,5.4,8.0,16,0.0678,8765.0,1,0,0,2.384
Bmw,M4 Base,2018,19300.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Silver,None Reported,Yes,64000.0,3.0,6.0,6,3.3159,2757.0,1,0,0,0.1158
Mazda,Cx-9 Carbon Edition,2021,27836.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Polymetal Gray Metallic,Red,None Reported,Yes,36969.0,2.5,,3,1.3281,6959.0,0,0,0,0.0835
Chevrolet,Corvette Stingray W/1Lt,2023,3273.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Red,None Reported,Yes,78999.0,6.2,8.0,1,24.1292,1636.0,0,0,0,0.0033
Ford,F-150 Lariat,2017,74349.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None Reported,Yes,36000.0,3.5,6.0,7,0.4842,9294.0,0,0,0,0.5204
Ford,F-250 Lariat,2019,85000.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At Least 1 Accident Or Damage Reported,Yes,55000.0,6.7,8.0,5,0.6471,14167.0,0,1,0,0.425
Mercedes-Benz,Gls 450 Base 4Matic,2017,46100.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,At Least 1 Accident Or Damage Reported,Yes,33000.0,3.0,6.0,7,0.7158,5762.0,1,1,0,0.3227
Hyundai,Santa Fe Sel Plus 2.4,2019,49500.0,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None Reported,Yes,28000.0,2.4,4.0,5,0.5656,8250.0,0,0,0,0.2475
Mercedes-Benz,E-Class E 350,2012,31130.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None Reported,Yes,23500.0,3.5,6.0,12,0.7549,2395.0,1,0,0,0.3736
Ford,F-250 Xlt Supercab Super Duty,2008,149460.0,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At Least 1 Accident Or Damage Reported,Yes,12240.0,6.4,8.0,16,0.0819,8792.0,0,1,0,2.3914
Mercury,Marauder Base,2003,90000.0,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Beige,At Least 1 Accident Or Damage Reported,Yes,15500.0,4.6,8.0,21,0.1722,4091.0,0,1,0,1.89
Ford,Transit-350 Xlt,2021,48000.0,E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None Reported,Yes,57000.0,3.5,6.0,3,1.1875,12000.0,0,0,0,0.144
Mercedes-Benz,C-Class C 300 4Matic Sport,2013,98000.0,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At Least 1 Accident Or Damage Reported,Yes,15500.0,3.5,6.0,11,0.1582,8167.0,1,1,0,1.078
Volkswagen,Arteon Sel R-Line,2022,18655.0,Gasoline,2.0 Liter TSI,Automatic,Oryx White Prl,Titan Black,None Reported,Unknown,38698.0,,,2,2.0743,6218.0,0,0,0,0.0373
Chevrolet,Suburban 2500 Ls,2006,60000.0,Gasoline,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At Least 1 Accident Or Damage Reported,Yes,24950.0,8.1,8.0,18,0.4158,3158.0,0,1,0,1.08
Chevrolet,Suburban 1500 Lt,2014,169500.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Purple,Brown,None Reported,Yes,15000.0,5.3,8.0,10,0.0885,15409.0,0,0,0,1.695
Mitsubishi,Eclipse Gs,2008,189500.0,Gasoline,162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None Reported,Yes,6000.0,2.4,4.0,16,0.0317,11147.0,0,0,0,3.032
Toyota,Land Cruiser Base,2016,91000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None Reported,Yes,68500.0,5.7,8.0,8,0.7527,10111.0,0,0,0,0.728
Genesis,G80 2.5T,2022,7396.0,Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,Black Forest Green,Black,None Reported,Unknown,41299.0,2.5,,2,5.5832,2465.0,1,0,0,0.0148
Toyota,Tundra Sr5 Access Cab,2004,223089.60000000012,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None Reported,Yes,8250.0,4.7,8.0,20,0.037,10623.0,0,0,0,4.4618
Maserati,Quattroporte Modena Q4,2023,8603.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Tan,None Reported,Unknown,125900.0,3.0,,1,14.6327,4302.0,0,0,0,0.0086
Audi,Rs 5 4.2,2014,49098.0,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,White,Black,At Least 1 Accident Or Damage Reported,Yes,44900.0,4.2,8.0,10,0.9145,4463.0,1,1,0,0.491
Nissan,Rogue S,2022,21212.0,Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic Cvt,Gun Metallic,Charcoal,None Reported,Unknown,28906.0,1.5,,2,1.3627,7071.0,0,0,0,0.0424
Porsche,Panamera 4S,2010,62743.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Silver,Gray,None Reported,Yes,28600.0,4.8,8.0,14,0.4558,4183.0,1,0,0,0.8784
Bmw,M440 I Xdrive,2021,24300.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None Reported,Yes,49999.0,3.0,6.0,3,2.0575,6075.0,1,0,1,0.0729
Cadillac,Escalade Premium,2010,104000.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,–,None Reported,Yes,19500.0,6.2,8.0,14,0.1875,6933.0,1,0,0,1.456
Volvo,S60 T6 Momentum,2020,46250.0,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Charcoal,At Least 1 Accident Or Damage Reported,Yes,27800.0,2.0,,4,0.6011,9250.0,0,1,0,0.185
Mazda,Cx-9 Touring Plus,2023,1930.0,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Jet Black Mica,Black,At Least 1 Accident Or Damage Reported,Yes,40655.0,2.5,,1,21.0539,965.0,0,1,0,0.0019
Chrysler,Pacifica Hybrid Touring L,2022,61494.0,Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic Cvt,Bright White Clearcoat,Black,None Reported,Unknown,35850.0,3.6,,2,0.583,20498.0,0,0,1,0.123
Jeep,Wrangler Unlimited Sport,2020,24040.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None Reported,Yes,35273.0,2.0,,4,1.4672,4808.0,0,0,0,0.0962
Toyota,Highlander Base,2001,223089.60000000012,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None Reported,Yes,4300.0,3.0,6.0,23,0.0193,9295.0,0,0,0,5.1311
Ford,F-150 Lariat,2019,81000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None Reported,Yes,38500.0,3.5,6.0,5,0.4753,13500.0,0,0,0,0.405
Ford,Bronco,1974,6217.0,–,–,–,Dark Gray Metallic,–,None Reported,Yes,115000.0,,,50,18.4947,122.0,0,0,0,0.3108
Land,Rover Discovery Sport S R-Dynamic,2022,23568.0,Gasoline,2.0 Liter,Automatic,Firenze Red,Ebony,None Reported,Unknown,44998.0,,,2,1.9092,7856.0,0,0,0,0.0471
Mazda,Mazda6 Touring,2020,78700.0,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None Reported,Yes,18000.0,2.5,4.0,4,0.2287,15740.0,0,0,0,0.3148
Kia,Optima Ex,2015,109580.0,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At Least 1 Accident Or Damage Reported,Yes,11900.0,2.4,4.0,9,0.1086,10958.0,0,1,0,0.9862
Lexus,Rx 350 Base,2009,178000.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At Least 1 Accident Or Damage Reported,Yes,4500.0,3.5,6.0,15,0.0253,11125.0,1,1,0,2.67
Mitsubishi,Outlander Sport 2.4 Se,2016,131193.0,Gasoline,2.4L I4 16V MPFI DOHC,Automatic Cvt,Black,Black,None Reported,Yes,11970.0,2.4,,8,0.0912,14577.0,0,0,0,1.0495
Mercedes-Benz,Gls 450 Base 4Matic,2017,106000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None Reported,Yes,25900.0,3.0,6.0,7,0.2443,13250.0,1,0,0,0.742
Audi,A3 2.0T Premium,2019,28211.0,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,27500.0,2.0,4.0,5,0.9748,4702.0,1,1,0,0.1411
Audi,A4 2.0T Premium,2015,91403.0,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,Silver,Gray,None Reported,Unknown,14998.0,2.0,,9,0.1641,9140.0,1,0,0,0.8226
Mercedes-Benz,Cla-Class Cla 250,2016,88600.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At Least 1 Accident Or Damage Reported,Yes,16800.0,2.0,4.0,8,0.1896,9844.0,1,1,0,0.7088
Infiniti,Fx50 Base,2011,84900.0,Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,Unknown,Unknown,22450.0,5.0,8.0,13,0.2644,6064.0,0,0,0,1.1037
Kia,K5 Ex,2021,11154.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,None Reported,Unknown,28998.0,1.6,,3,2.5996,2788.0,0,0,0,0.0335
Bmw,X5 Edrive Xdrive40E,2018,45090.0,Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,At Least 1 Accident Or Damage Reported,Yes,30750.0,2.0,4.0,6,0.682,6441.0,1,1,1,0.2705
Mercedes-Benz,Slk-Class Slk230 Kompressor,2003,33272.0,Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At Least 1 Accident Or Damage Reported,Yes,11900.0,2.3,4.0,21,0.3576,1512.0,1,1,0,0.6987
Jeep,Wrangler Se,2003,71000.0,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None Reported,Yes,12499.0,2.4,4.0,21,0.176,3227.0,0,0,0,1.491
Kia,Telluride Sx,2020,55400.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,White,Unknown,Unknown,36500.0,3.8,6.0,4,0.6588,11080.0,0,0,0,0.2216
Land,Rover Lr4 Lux,2012,141525.0,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None Reported,Yes,14490.0,5.0,8.0,12,0.1024,10887.0,0,0,0,1.6983
Jaguar,Xkr Base,2007,50000.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission W/Dual Shift Mode,Black,Beige,At Least 1 Accident Or Damage Reported,Yes,21900.0,4.2,8.0,17,0.438,2778.0,0,1,0,0.85
Bmw,M4 Base,2020,29140.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Orange,Orange,None Reported,Yes,71995.0,3.0,6.0,4,2.4706,5828.0,1,0,0,0.1166
Bmw,M340 I Xdrive,2022,9000.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Red,None Reported,Yes,56900.0,3.0,6.0,2,6.3215,3000.0,1,0,1,0.018
Mercedes-Benz,Amg Gle 53 Amg Gle 53,2021,5595.0,Hybrid,3.0 Liter Turbo,Automatic,Designo Diamond White Metallic,Black,None Reported,Unknown,83598.0,,,3,14.9389,1399.0,1,0,1,0.0168
Ram,1500 Laramie,2022,34121.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Black,None Reported,Unknown,48190.0,5.7,,2,1.4123,11374.0,0,0,0,0.0682
Bmw,Alpina B7 Base,2013,36750.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None Reported,Yes,35999.0,4.4,8.0,11,0.9795,3062.0,1,0,0,0.4042
Mercedes-Benz,C-Class C280 4Matic,2007,49626.0,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None Reported,Yes,12000.0,3.0,6.0,17,0.2418,2757.0,1,0,0,0.8436
Jeep,Compass High Altitude,2017,45000.0,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At Least 1 Accident Or Damage Reported,Yes,16500.0,2.4,4.0,7,0.3667,5625.0,0,1,0,0.315
Toyota,Highlander Hybrid Xle,2019,69350.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Gray,None Reported,Yes,36000.0,3.5,6.0,5,0.5191,11558.0,0,0,1,0.3468
